Date,Open,High,Low,Close,AdjClose,Volume
6/26/2023,129.330002,131.490005,127.099998,127.330002,127.330002,59989300
6/27/2023,128.630005,130.089996,127.550003,129.179993,129.179993,46801000
6/28/2023,128.940002,131.479996,128.440002,129.039993,129.039993,52149500
6/29/2023,128.770004,129.259995,127.260002,127.900002,127.900002,40761000
6/30/2023,129.470001,131.25,128.949997,130.360001,130.360001,54310500
7/3/2023,130.820007,131.850006,130.070007,130.220001,130.220001,28264800
7/5/2023,130.240005,131.399994,129.639999,130.380005,130.380005,35895400
7/6/2023,128.25,128.729996,127.370003,128.360001,128.360001,40639900
7/7/2023,128.589996,130.970001,128.130005,129.779999,129.779999,41928700
7/10/2023,129.070007,129.279999,125.919998,127.129997,127.129997,61889300
7/11/2023,127.75,129.770004,127.349998,128.779999,128.779999,49951500
7/12/2023,130.309998,131.259995,128.830002,130.800003,130.800003,54022800
7/13/2023,134.039993,134.669998,132.710007,134.300003,134.300003,61170900
7/14/2023,134.059998,136.649994,134.059998,134.679993,134.679993,54388100
7/17/2023,134.559998,135.619995,133.210007,133.559998,133.559998,48450200
7/18/2023,132.710007,133.860001,131.350006,132.830002,132.830002,54969100
7/19/2023,133.389999,135.990005,132.529999,135.360001,135.360001,54531000
7/20/2023,134.070007,134.789993,129.330002,129.960007,129.960007,59820600
7/21/2023,131.339996,131.369995,128.419998,130,130,133265000
7/24/2023,130.309998,131.660004,128.350006,128.800003,128.800003,45591100
7/25/2023,129.309998,129.580002,128.529999,129.130005,129.130005,39236700
7/26/2023,126.510002,129.080002,126.110001,128.149994,128.149994,53910100
7/27/2023,131,132.630005,127.790001,128.25,128.25,52610700
7/28/2023,129.690002,133.009995,129.330002,132.210007,132.210007,46317400
7/31/2023,133.199997,133.869995,132.380005,133.679993,133.679993,41901500
8/1/2023,133.550003,133.690002,131.619995,131.690002,131.690002,42098500
8/2/2023,130.149994,130.229996,126.82,128.210007,128.210007,51027600
8/3/2023,127.480003,129.839996,126.410004,128.910004,128.910004,88585200
8/4/2023,141.059998,143.630005,139.320007,139.570007,139.570007,152938700
8/7/2023,140.990005,142.539993,138.949997,142.220001,142.220001,71213100
8/8/2023,140.619995,140.839996,138.419998,139.940002,139.940002,51710500
8/9/2023,139.970001,140.320007,137.100006,137.850006,137.850006,50017300
8/10/2023,139.070007,140.410004,137.490005,138.559998,138.559998,58928400
8/11/2023,137.399994,139.330002,137,138.410004,138.410004,42832100
8/14/2023,138.300003,140.589996,137.75,140.570007,140.570007,47148700
8/15/2023,140.050003,141.279999,137.229996,137.669998,137.669998,42781500
8/16/2023,137.190002,137.270004,135.009995,135.070007,135.070007,41675900
8/17/2023,135.460007,136.089996,133.529999,133.979996,133.979996,48354100
8/18/2023,131.619995,134.070007,131.149994,133.220001,133.220001,48469400
8/21/2023,133.740005,135.190002,132.710007,134.679993,134.679993,41442500
8/22/2023,135.080002,135.649994,133.729996,134.25,134.25,32935100
8/23/2023,134.5,135.949997,133.220001,135.520004,135.520004,42801000
8/24/2023,136.399994,136.779999,131.830002,131.839996,131.839996,43646300
8/25/2023,132.470001,133.869995,130.580002,133.259995,133.259995,44147500
8/28/2023,133.779999,133.949997,131.850006,133.139999,133.139999,34108400
8/29/2023,133.380005,135.139999,133.25,134.910004,134.910004,38646100
8/30/2023,134.929993,135.679993,133.919998,135.070007,135.070007,36137000
8/31/2023,135.059998,138.789993,135,138.009995,138.009995,58781300
9/1/2023,139.460007,139.960007,136.880005,138.119995,138.119995,40948300
9/5/2023,137.729996,137.800003,135.820007,137.270004,137.270004,40636700
9/6/2023,136.320007,137.449997,134.610001,135.360001,135.360001,41785500
9/7/2023,133.899994,138.029999,133.160004,137.850006,137.850006,48498900
9/8/2023,136.860001,138.850006,136.75,138.229996,138.229996,38348200
9/11/2023,138.75,143.619995,138.639999,143.100006,143.100006,56764500
9/12/2023,142.320007,143,140.610001,141.229996,141.229996,42668500
9/13/2023,140.949997,144.979996,140.869995,144.850006,144.850006,60465200
9/14/2023,145.080002,145.860001,142.949997,144.720001,144.720001,64033600
9/15/2023,142.690002,143.570007,140.089996,140.389999,140.389999,102861700
9/18/2023,140.479996,141.75,139.220001,139.979996,139.979996,42823500
9/19/2023,138.699997,138.839996,135.559998,137.630005,137.630005,61482500
9/20/2023,138.550003,139.369995,135.199997,135.289993,135.289993,46263700
9/21/2023,131.940002,132.240005,129.309998,129.330002,129.330002,70234800
9/22/2023,131.110001,132.029999,128.520004,129.119995,129.119995,59904300
9/25/2023,129.360001,131.779999,128.770004,131.270004,131.270004,46017800
9/26/2023,130.119995,130.389999,125.279999,125.980003,125.980003,73048200
9/27/2023,125.760002,127.480003,124.129997,125.980003,125.980003,66553400
9/28/2023,124.040001,126.580002,123.040001,125.980003,125.980003,54555000
9/29/2023,128.199997,129.149994,126.32,127.120003,127.120003,62377600
10/2/2023,127.279999,130.470001,126.540001,129.460007,129.460007,48029700
10/3/2023,128.059998,128.520004,124.25,124.720001,124.720001,51565000
10/4/2023,126.059998,127.360001,125.68,127,127,44203900
10/5/2023,126.709999,126.730003,124.330002,125.959999,125.959999,39660600
10/6/2023,124.160004,128.449997,124.129997,127.959999,127.959999,46795900
10/9/2023,126.220001,128.789993,124.760002,128.259995,128.259995,38773700
10/10/2023,128.820007,130.740005,128.050003,129.479996,129.479996,42178600
10/11/2023,129.740005,132.050003,129.610001,131.830002,131.830002,40741800
10/12/2023,132.169998,134.479996,131.229996,132.330002,132.330002,55528600
10/13/2023,132.979996,133.309998,128.949997,129.789993,129.789993,45786600
10/16/2023,130.690002,133.070007,130.429993,132.550003,132.550003,42832900
10/17/2023,130.389999,132.580002,128.710007,131.470001,131.470001,49344600
10/18/2023,129.899994,130.669998,127.510002,128.130005,128.130005,42699500
10/19/2023,130.570007,132.240005,127.470001,128.399994,128.399994,60961400
10/20/2023,128.050003,128.169998,124.970001,125.169998,125.169998,56343300
10/23/2023,124.629997,127.879997,123.980003,126.559998,126.559998,48260000
10/24/2023,127.739998,128.800003,126.339996,128.559998,128.559998,46477400
10/25/2023,126.040001,126.339996,120.790001,121.389999,121.389999,74577500
10/26/2023,120.629997,121.639999,118.349998,119.57,119.57,100419500
10/27/2023,126.199997,130.020004,125.519997,127.739998,127.739998,125309300
10/30/2023,129.720001,133,128.559998,132.710007,132.710007,72485500
10/31/2023,132.75,133.570007,131.710007,133.089996,133.089996,51589400
11/1/2023,133.960007,137.350006,133.710007,137,137,61529400
11/2/2023,138.729996,138.809998,136.470001,138.070007,138.070007,52236700
11/3/2023,138.990005,139.490005,137.449997,138.600006,138.600006,44007200
11/6/2023,138.759995,140.729996,138.360001,139.740005,139.740005,44970400
11/7/2023,140.550003,143.369995,140.5,142.710007,142.710007,53553500
11/8/2023,142.970001,143.119995,141.220001,142.080002,142.080002,44521700
11/9/2023,142.020004,142.649994,139.839996,140.600006,140.600006,36235400
11/10/2023,140.460007,143.649994,139.910004,143.559998,143.559998,49287800
11/13/2023,142.080002,143.229996,140.669998,142.589996,142.589996,35680600
11/14/2023,145,147.259995,144.679993,145.800003,145.800003,56674600
11/15/2023,147.059998,147.289993,142.589996,143.199997,143.199997,63875700
11/16/2023,140.910004,143.320007,139.520004,142.830002,142.830002,49653500
11/17/2023,142.660004,145.229996,142.539993,145.179993,145.179993,49636700
11/20/2023,145.130005,146.630005,144.729996,146.130005,146.130005,41951200
11/21/2023,143.910004,144.050003,141.5,143.899994,143.899994,71226000
11/22/2023,144.570007,147.740005,144.570007,146.710007,146.710007,45669100
11/24/2023,146.699997,147.199997,145.320007,146.740005,146.740005,22378400
11/27/2023,147.529999,149.259995,146.880005,147.729996,147.729996,53762400
11/28/2023,146.979996,147.600006,145.529999,147.029999,147.029999,42711700
11/29/2023,147.850006,148.539993,145.970001,146.320007,146.320007,40610900
11/30/2023,144.759995,146.929993,144.330002,146.089996,146.089996,65814000
12/1/2023,146,147.25,145.550003,147.029999,147.029999,39924600
12/4/2023,145.25,145.350006,142.809998,144.839996,144.839996,48294200
12/5/2023,143.550003,148.570007,143.130005,146.880005,146.880005,46822400
12/6/2023,147.580002,147.850006,144.279999,144.520004,144.520004,39679000
12/7/2023,146.149994,147.919998,145.339996,146.880005,146.880005,52352800
12/8/2023,145.479996,147.839996,145.399994,147.419998,147.419998,41858000
12/11/2023,145.660004,146.190002,143.639999,145.889999,145.889999,50907300
12/12/2023,145.520004,147.5,145.300003,147.479996,147.479996,44944300
12/13/2023,148.119995,149.460007,146.820007,148.839996,148.839996,52766200
12/14/2023,149.929993,150.539993,145.520004,147.419998,147.419998,58400800
12/15/2023,148.380005,150.570007,147.880005,149.970001,149.970001,110039100
12/18/2023,150.559998,154.850006,150.050003,154.070007,154.070007,62512800
12/19/2023,154.399994,155.119995,152.690002,153.789993,153.789993,43171300
12/20/2023,152.899994,155.630005,151.559998,152.119995,152.119995,50322100
12/21/2023,153.300003,153.970001,152.100006,153.839996,153.839996,36305700
12/22/2023,153.770004,154.350006,152.710007,153.419998,153.419998,29480100
12/26/2023,153.559998,153.979996,153.029999,153.410004,153.410004,25067200
12/27/2023,153.559998,154.779999,153.119995,153.339996,153.339996,31434700
12/28/2023,153.720001,154.080002,152.949997,153.380005,153.380005,27057000
12/29/2023,153.100006,153.889999,151.029999,151.940002,151.940002,39789000
1/2/2024,151.539993,152.380005,148.389999,149.929993,149.929993,47339400
1/3/2024,149.199997,151.050003,148.330002,148.470001,148.470001,49425500
